player,season,total_shots,total_total_yellow_cards,total_total_red_cards,total_goals
loris karius,2013,1,0.0,0.0,0
loris karius,2014,25,0.0,0.0,0
loris karius,2015,29,4.0,6.0,0
loris karius,2016,28,4.0,0.0,0
loris karius,2017,1,0.0,0.0,0
louis poggi,2016,29,4.0,0.0,0
luc castaignos,2012,6,0.0,0.0,1
luc castaignos,2016,79,4.0,0.0,4
luca antei,2014,94,36.0,0.0,0
luca antei,2015,24,8.0,0.0,0
luca antei,2016,18,8.0,0.0,0
luca antei,2017,32,16.0,0.0,1
luca antonelli,2012,28,0.0,6.0,0
luca antonelli,2013,128,28.0,0.0,1
luca antonelli,2014,103,16.0,0.0,3
luca antonelli,2015,139,24.0,0.0,4
luca antonelli,2016,115,8.0,0.0,3
luca antonelli,2017,18,4.0,0.0,0
luca bittante,2016,19,0.0,0.0,0
luca bittante,2017,12,12.0,0.0,0
luca caldirola,2014,114,32.0,0.0,0
luca caldirola,2015,27,16.0,0.0,1
luca caldirola,2016,141,16.0,0.0,0
luca caldirola,2017,7,0.0,0.0,0
luca ceccarelli,2012,69,20.0,6.0,1
luca ceppitelli,2015,94,28.0,0.0,0
luca ceppitelli,2017,43,16.0,0.0,1
luca cigarini,2012,149,48.0,0.0,1
luca cigarini,2013,146,32.0,6.0,2
luca cigarini,2014,155,52.0,0.0,2
luca cigarini,2015,167,48.0,0.0,0
luca cigarini,2016,131,40.0,0.0,2
luca cigarini,2017,10,8.0,0.0,0
luca di matteo,2012,20,4.0,0.0,0
luca garritano,2013,3,0.0,0.0,0
luca garritano,2015,8,4.0,0.0,0
luca lezzerini,2017,1,0.0,0.0,0
luca marrone,2012,5,0.0,0.0,1
luca marrone,2013,28,0.0,0.0,0
luca marrone,2014,50,12.0,0.0,0
luca marrone,2016,76,28.0,0.0,1
luca mazzitelli,2014,3,0.0,0.0,0
luca mazzitelli,2017,67,24.0,0.0,0
luca paganini,2016,138,20.0,0.0,2
luca rigoni,2012,93,24.0,0.0,2
luca rigoni,2013,141,48.0,0.0,1
luca rigoni,2014,152,60.0,0.0,4
luca rigoni,2015,138,44.0,0.0,9
luca rigoni,2016,100,24.0,0.0,4
luca rigoni,2017,92,24.0,0.0,2
luca rizzo,2015,32,8.0,0.0,1
luca rizzo,2016,76,16.0,0.0,0
luca rizzo,2017,11,0.0,0.0,0
luca rossettini,2012,96,44.0,0.0,1
luca rossettini,2013,71,12.0,6.0,0
luca rossettini,2014,106,44.0,0.0,0
luca rossettini,2015,100,48.0,0.0,4
luca rossettini,2016,96,20.0,0.0,3
luca rossettini,2017,51,16.0,0.0,1
luca siligardi,2014,73,4.0,0.0,5
luca siligardi,2016,80,4.0,0.0,2
luca valzania,2015,8,4.0,0.0,0
lucas biglia,2014,113,28.0,0.0,2
lucas biglia,2015,140,24.0,0.0,3
lucas biglia,2016,137,44.0,0.0,4
lucas biglia,2017,46,12.0,0.0,2
lucas castro,2013,154,20.0,0.0,4
lucas castro,2014,134,12.0,0.0,3
lucas castro,2016,154,36.0,0.0,3
lucas castro,2017,93,8.0,0.0,2
lucas deaux,2014,105,8.0,0.0,1
lucas deaux,2015,86,24.0,0.0,0
lucas deaux,2016,46,12.0,0.0,0
lucas deaux,2017,68,8.0,0.0,0
lucas digne,2012,41,4.0,0.0,0
lucas digne,2013,121,12.0,6.0,2
lucas digne,2014,58,12.0,0.0,0
lucas digne,2015,42,4.0,0.0,0
lucas digne,2016,117,16.0,0.0,3
lucas digne,2017,22,8.0,0.0,0
lucas evangelista,2015,11,0.0,0.0,0
lucas evangelista,2017,8,0.0,0.0,0
lucas leiva,2014,63,8.0,0.0,0
lucas leiva,2015,61,16.0,0.0,0
lucas leiva,2016,98,32.0,0.0,0
lucas leiva,2017,12,4.0,0.0,0
lucas lima,2017,55,8.0,0.0,1
lucas ocampos,2014,106,12.0,0.0,5
lucas ocampos,2015,77,12.0,0.0,3
lucas ocampos,2016,50,0.0,0.0,1
lucas ocampos,2017,56,8.0,0.0,3
lucas piazon,2013,21,0.0,0.0,0
lucas piazon,2015,41,12.0,0.0,2
lucas silva,2015,10,0.0,0.0,0
lucas silva,2016,45,8.0,0.0,0
lucas torreira,2017,94,4.0,0.0,0
lucas tousart,2016,2,0.0,0.0,0
lucas tousart,2017,29,4.0,0.0,0
luciano,2012,105,20.0,0.0,2
luciano,2013,82,16.0,0.0,1
luciano vietto,2015,151,16.0,0.0,11
luciano vietto,2016,76,12.0,0.0,1
luciano vietto,2017,75,12.0,0.0,6
ludovic baal,2015,74,8.0,6.0,0
ludovic baal,2016,54,0.0,0.0,0
ludovic baal,2017,46,4.0,0.0,0
ludovic blas,2016,38,4.0,0.0,1
ludovic blas,2017,50,12.0,0.0,0
ludovic butelle,2016,18,0.0,0.0,0
ludovic genest,2014,6,4.0,0.0,1
ludovic obraniak,2012,143,28.0,0.0,6
ludovic obraniak,2013,143,8.0,0.0,6
ludovic obraniak,2014,130,24.0,0.0,5
ludovic obraniak,2015,5,4.0,0.0,0
luigi bruins,2013,24,4.0,0.0,1
luigi bruins,2014,19,4.0,0.0,0
luigi giorgi,2012,68,12.0,0.0,1
luigi giorgi,2013,84,24.0,0.0,4
luigi giorgi,2014,1,0.0,0.0,0
luigi giorgi,2015,94,36.0,0.0,0
luigi giorgi,2016,1,0.0,0.0,0
luigi sepe,2015,12,0.0,0.0,1
luis alberto,2012,8,0.0,0.0,0
luis alberto,2014,3,0.0,0.0,0
luis alberto,2015,36,0.0,0.0,2
luis alberto,2016,120,12.0,0.0,6
luis alberto,2017,5,0.0,0.0,0
luis muriel,2012,141,12.0,0.0,7
luis muriel,2013,118,20.0,0.0,11
luis muriel,2014,95,12.0,0.0,4
luis muriel,2015,101,12.0,0.0,4
luis muriel,2016,141,12.0,0.0,6
luis muriel,2017,129,12.0,0.0,6
luis pedro cavanda,2012,2,0.0,0.0,0
luis pedro cavanda,2013,36,20.0,0.0,0
luis pedro cavanda,2014,48,12.0,0.0,1
luis pedro cavanda,2015,49,24.0,0.0,0
luisinho,2015,326,96.0,0.0,0
luisinho,2016,148,56.0,0.0,0
luisinho,2017,82,16.0,0.0,0
luismi,2015,2,4.0,0.0,0
luiz adriano,2016,94,12.0,0.0,4
luiz adriano,2017,13,0.0,0.0,0
luiz gustavo,2012,95,16.0,0.0,2
luiz gustavo,2013,94,24.0,0.0,4
luiz gustavo,2014,152,40.0,0.0,4
luiz gustavo,2015,161,44.0,0.0,2
luiz gustavo,2016,100,32.0,0.0,1
luiz gustavo,2017,53,8.0,0.0,0
luka krajnc,2015,52,12.0,0.0,0
lukas hinterseer,2016,113,12.0,0.0,6
lukas hinterseer,2017,76,8.0,0.0,3
lukas jutkiewicz,2015,91,4.0,0.0,0
lukas jutkiewicz,2017,1,0.0,0.0,0
lukas klostermann,2017,4,4.0,0.0,0
lukas podolski,2012,194,12.0,6.0,15
lukas podolski,2014,61,0.0,0.0,6
lukas podolski,2015,65,8.0,0.0,1
lukas rupp,2012,3,0.0,0.0,0
lukas rupp,2013,44,4.0,0.0,0
lukas rupp,2014,7,0.0,0.0,0
lukas rupp,2015,103,12.0,0.0,2
lukas rupp,2016,100,16.0,0.0,5
lukas rupp,2017,54,8.0,0.0,2
lukas schmitz,2012,74,24.0,0.0,0
lukas schmitz,2013,54,16.0,0.0,0
lukas schmitz,2014,3,4.0,0.0,0
lukas spendlhofer,2013,1,0.0,0.0,0
luke shaw,2014,103,16.0,0.0,0
luke shaw,2015,47,12.0,0.0,0
luke shaw,2016,14,4.0,0.0,0
luke shaw,2017,11,0.0,0.0,0
luna,2012,38,8.0,0.0,1
luso,2015,92,12.0,0.0,1
luuk de jong,2013,84,12.0,0.0,6
luuk de jong,2014,40,0.0,0.0,0
lyes houri,2016,2,0.0,0.0,0
lynden gooch,2017,19,12.0,0.0,0
lys mousset,2017,4,0.0,0.0,0
maarten stekelenburg,2012,22,0.0,12.0,0
maarten stekelenburg,2013,21,4.0,0.0,0
maarten stekelenburg,2014,18,0.0,0.0,0
maarten stekelenburg,2015,2,0.0,0.0,0
maarten stekelenburg,2016,7,0.0,0.0,0
maarten stekelenburg,2017,8,8.0,0.0,1
maciej rybus,2017,46,4.0,0.0,0
magaye gueye,2013,15,0.0,0.0,0
magnus wolff eikrem,2014,11,0.0,0.0,0
mahmoud dahoud,2015,1,0.0,0.0,0
mahmoud dahoud,2016,141,16.0,0.0,5
mahmoud dahoud,2017,60,0.0,0.0,1
maicon,2012,64,24.0,0.0,1
maicon,2014,96,24.0,0.0,2
maicon,2015,40,12.0,0.0,1
maicon,2016,43,8.0,6.0,1
maikel mesa,2013,1,0.0,0.0,0
makoto hasebe,2012,65,16.0,0.0,1
makoto hasebe,2013,74,8.0,6.0,2
makoto hasebe,2014,58,4.0,0.0,0
makoto hasebe,2015,129,24.0,0.0,0
makoto hasebe,2016,97,36.0,0.0,1
makoto hasebe,2017,32,4.0,0.0,0
malang sarr,2017,39,12.0,0.0,1
malcom,2016,30,0.0,0.0,1
malcom,2017,78,4.0,0.0,3
mamadou ndiaye,2015,1,0.0,0.0,0
mamadou ndiaye,2016,6,0.0,0.0,0
mamadou ndiaye,2017,4,0.0,0.0,0
mamadou sakho,2012,67,16.0,6.0,0
mamadou sakho,2013,50,12.0,6.0,3
mamadou sakho,2014,28,0.0,0.0,1
mamadou sakho,2015,22,4.0,0.0,0
mamadou sakho,2016,40,4.0,0.0,1
mamadou samassa,2012,107,8.0,0.0,4
mamadou samassa,2013,25,16.0,0.0,1
mamadou samassa,2014,20,0.0,0.0,0
mamadou samassa,2015,10,0.0,6.0,0
mamadou samassa,2016,1,0.0,0.0,0
mamadou sylla,2016,33,12.0,0.0,0
mame thiam,2017,1,0.0,0.0,0
manolo gabbiadini,2012,59,0.0,0.0,1
manolo gabbiadini,2013,124,32.0,0.0,6
manolo gabbiadini,2014,268,24.0,0.0,8
manolo gabbiadini,2015,166,20.0,0.0,15
manolo gabbiadini,2016,58,4.0,0.0,5
manolo gabbiadini,2017,45,0.0,6.0,3
manquillo,2013,8,0.0,0.0,0
manu,2016,7,8.0,0.0,0
manu del moral,2012,159,20.0,6.0,10
manu del moral,2013,58,8.0,0.0,1
manu del moral,2014,110,12.0,0.0,2
manu del moral,2015,100,4.0,0.0,2
manu herrera,2014,36,16.0,0.0,0
manu herrera,2015,7,0.0,0.0,0
manu trigueros,2014,140,24.0,0.0,2
manu trigueros,2015,104,32.0,0.0,0
manu trigueros,2016,89,20.0,0.0,2
manu trigueros,2017,80,8.0,0.0,3
manucho,2013,157,20.0,0.0,9
manucho,2014,82,16.0,0.0,3
manucho,2015,159,20.0,0.0,6
manucho,2016,72,12.0,0.0,4
manuel coppola,2013,12,4.0,0.0,0
manuel coppola,2015,48,20.0,0.0,0
manuel gulde,2017,15,4.0,0.0,0
manuel iturra,2013,79,36.0,0.0,0
manuel iturra,2014,131,52.0,0.0,1
manuel iturra,2015,65,16.0,0.0,0
manuel iturra,2016,79,40.0,6.0,0
manuel lanzini,2016,97,12.0,0.0,6
manuel lanzini,2017,64,16.0,0.0,4
manuel locatelli,2016,1,0.0,0.0,0
manuel locatelli,2017,56,20.0,0.0,2
manuel neuer,2012,15,0.0,0.0,0
manuel neuer,2013,22,8.0,0.0,0
manuel neuer,2014,22,0.0,0.0,0
manuel neuer,2015,22,4.0,0.0,0
manuel neuer,2016,12,0.0,0.0,0
manuel neuer,2017,2,0.0,0.0,0
manuel pasqual,2012,90,20.0,0.0,0
manuel pasqual,2013,137,16.0,0.0,2
manuel pasqual,2014,89,20.0,0.0,1
manuel pasqual,2015,56,8.0,0.0,2
manuel pasqual,2016,45,20.0,0.0,0
manuel pasqual,2017,46,20.0,0.0,0
manuel pucciarelli,2015,136,8.0,0.0,5
manuel pucciarelli,2016,168,8.0,0.0,6
manuel pucciarelli,2017,57,8.0,0.0,1
manuel schmiedebach,2012,154,24.0,0.0,0
manuel schmiedebach,2013,91,20.0,0.0,0
manuel schmiedebach,2014,71,4.0,6.0,1
manuel schmiedebach,2015,103,20.0,0.0,0
manuel schmiedebach,2016,85,16.0,0.0,1
marc albrighton,2014,61,16.0,0.0,0
marc albrighton,2015,49,12.0,0.0,2
marc albrighton,2016,107,16.0,0.0,2
marc albrighton,2017,31,12.0,0.0,0
marc muniesa,2014,20,0.0,0.0,0
marc muniesa,2015,52,12.0,0.0,0
marc muniesa,2016,38,8.0,0.0,0
marc muniesa,2017,8,4.0,0.0,1
marc navarro,2017,5,0.0,0.0,1
marc pugh,2016,65,4.0,0.0,3
marc pugh,2017,10,0.0,0.0,1
marc roca,2017,35,8.0,0.0,0
marc stendera,2013,16,0.0,0.0,0
marc stendera,2014,5,0.0,0.0,0
marc stendera,2015,110,24.0,0.0,3
marc stendera,2016,138,36.0,0.0,2
marc wilson,2014,70,20.0,6.0,0
marc wilson,2015,61,24.0,0.0,0
marc wilson,2016,7,0.0,0.0,0
marcel correia,2014,41,4.0,0.0,0
marcel de jong,2012,45,12.0,0.0,0
marcel de jong,2013,73,12.0,0.0,1
marcel de jong,2014,9,4.0,0.0,0
marcel de jong,2015,2,0.0,0.0,0
marcel halstenberg,2017,56,8.0,0.0,0
marcel hartel,2016,8,0.0,0.0,0
marcel hartel,2017,7,0.0,0.0,0
marcel heller,2016,152,28.0,0.0,6
marcel heller,2017,59,0.0,0.0,1
marcel risse,2012,33,4.0,0.0,1
marcel risse,2013,41,4.0,0.0,1
marcel risse,2015,93,12.0,0.0,5
marcel risse,2016,117,20.0,0.0,3
marcel risse,2017,37,4.0,0.0,2
marcel sabitzer,2017,67,8.0,0.0,4
marcel schmelzer,2012,122,16.0,0.0,1
marcel schmelzer,2013,116,12.0,6.0,0
marcel schmelzer,2014,54,4.0,0.0,1
marcel schmelzer,2015,98,16.0,0.0,0
marcel schmelzer,2016,93,8.0,0.0,0
marcel schmelzer,2017,60,8.0,0.0,0
marcel tisserand,2014,12,0.0,0.0,0
marcel tisserand,2015,71,20.0,0.0,0
marcel tisserand,2016,101,28.0,0.0,1
marcel tisserand,2017,55,24.0,0.0,0
marcello gazzola,2014,68,32.0,0.0,0
marcello gazzola,2015,39,16.0,0.0,0
marcello gazzola,2016,10,4.0,0.0,0
marcello gazzola,2017,24,8.0,0.0,0
marcello trotta,2016,18,0.0,0.0,1
marcello trotta,2017,62,8.0,0.0,2
marcelo,2012,321,24.0,0.0,9
marcelo,2013,111,24.0,0.0,0
marcelo,2014,492,96.0,18.0,3
marcelo,2015,663,144.0,0.0,15
marcelo,2016,420,72.0,0.0,9
marcelo,2017,108,12.0,0.0,3
marcelo estigarribia,2012,33,0.0,0.0,1
marcelo estigarribia,2013,147,8.0,0.0,2
marcelo estigarribia,2014,95,16.0,0.0,1
marcelo estigarribia,2015,41,4.0,0.0,1
marcelo estigarribia,2016,4,0.0,0.0,0
marcelo larrondo,2012,71,12.0,0.0,1
marcelo larrondo,2013,34,4.0,0.0,2
marcelo larrondo,2014,17,4.0,0.0,1
marcelo larrondo,2015,22,0.0,0.0,0
marcelo silva,2014,4,0.0,0.0,0
marcin wasilewski,2015,89,24.0,0.0,1
marcin wasilewski,2016,11,8.0,0.0,0
marco amelia,2012,4,0.0,0.0,0
marco amelia,2013,8,8.0,0.0,0
marco amelia,2014,4,0.0,0.0,0
marco andreolli,2012,50,8.0,0.0,2
marco andreolli,2013,80,24.0,0.0,2
marco andreolli,2014,7,4.0,0.0,1
marco andreolli,2015,15,0.0,0.0,0
marco andreolli,2016,15,8.0,0.0,0
marco asensio,2016,157,12.0,0.0,2
marco asensio,2017,27,0.0,0.0,2
marco benassi,2013,11,4.0,0.0,0
marco benassi,2014,72,16.0,6.0,2
marco benassi,2015,97,32.0,0.0,3
marco benassi,2016,110,28.0,0.0,3
marco benassi,2017,70,12.0,0.0,5
marco borriello,2012,90,4.0,0.0,2
marco borriello,2013,220,40.0,0.0,12
marco borriello,2014,49,8.0,0.0,1
marco borriello,2015,31,4.0,0.0,0
marco borriello,2016,145,16.0,6.0,8
marco borriello,2017,103,8.0,0.0,9
marco caligiuri,2012,134,4.0,0.0,2
marco caligiuri,2013,50,4.0,0.0,1
marco caligiuri,2014,32,0.0,0.0,0
marco capuano,2013,65,16.0,0.0,0
marco capuano,2015,31,8.0,0.0,0
marco capuano,2017,15,4.0,0.0,1
marco crimi,2016,91,32.0,0.0,0
marco davide faraoni,2012,39,4.0,0.0,1
marco davide faraoni,2013,37,4.0,0.0,0
marco donadel,2013,2,0.0,0.0,0
marco donadel,2014,57,28.0,6.0,1
marco festa,2017,2,4.0,0.0,0
marco ilaimaharitra,2014,15,4.0,0.0,0
marco marchionni,2012,16,8.0,0.0,0
marco marchionni,2013,111,32.0,0.0,1
marco marchionni,2014,125,36.0,0.0,1
marco marchionni,2015,3,0.0,0.0,0
marco motta,2012,54,12.0,0.0,0
marco motta,2013,78,16.0,0.0,1
marco motta,2014,66,12.0,0.0,0
marco parolo,2012,113,12.0,0.0,1
marco parolo,2013,173,40.0,0.0,3
marco parolo,2014,204,36.0,0.0,8
marco parolo,2015,176,44.0,0.0,10
marco parolo,2016,145,36.0,0.0,3
marco parolo,2017,90,28.0,0.0,1
marco reus,2012,229,12.0,0.0,18
marco reus,2013,218,16.0,0.0,14
marco reus,2014,198,20.0,0.0,15
marco reus,2015,149,4.0,0.0,6
marco reus,2016,147,8.0,0.0,11
marco reus,2017,30,4.0,0.0,1
marco rossi,2012,162,44.0,6.0,5
marco rossi,2013,27,0.0,0.0,0
marco ruben,2012,218,32.0,0.0,8
marco ruben,2014,121,20.0,0.0,1
marco russ,2012,88,24.0,0.0,1
marco russ,2013,44,20.0,0.0,1
marco russ,2014,100,28.0,0.0,3
marco russ,2015,102,20.0,0.0,1
marco russ,2016,94,32.0,0.0,3
marco sau,2013,148,12.0,0.0,12
marco sau,2014,133,4.0,0.0,5
marco sau,2015,111,12.0,0.0,7
marco sau,2017,104,12.0,0.0,4
marco silvestri,2014,10,0.0,6.0,1
marco sportiello,2014,4,0.0,0.0,0
marco sportiello,2015,35,16.0,0.0,0
marco sportiello,2016,27,8.0,0.0,0
marco sportiello,2017,4,4.0,0.0,0
marco storari,2012,3,0.0,0.0,0
marco storari,2013,4,0.0,0.0,0
marco storari,2014,1,0.0,0.0,0
marco storari,2015,2,0.0,0.0,0
marco storari,2017,14,4.0,6.0,0
marco terrazzino,2013,4,0.0,0.0,1
marco terrazzino,2014,6,4.0,0.0,1
marco torsiglieri,2014,84,24.0,0.0,1
marco van ginkel,2015,62,12.0,0.0,1
marco van ginkel,2016,37,0.0,0.0,0
marco verratti,2013,115,48.0,0.0,0
marco verratti,2014,128,40.0,0.0,0
marco verratti,2015,176,48.0,0.0,2
marco verratti,2016,52,8.0,0.0,1
marco verratti,2017,76,16.0,0.0,2
marco zambelli,2016,27,8.0,0.0,0
marco zambelli,2017,11,4.0,0.0,0
marcos alonso,2014,101,24.0,0.0,0
marcos alonso,2015,97,16.0,0.0,1
marcos alonso,2016,141,32.0,0.0,3
marcos alonso,2017,69,8.0,0.0,3
marcos angeleri,2014,118,44.0,0.0,0
marcos angeleri,2015,58,20.0,6.0,0
marcos angeleri,2016,45,12.0,0.0,0
marcos llorente,2017,49,8.0,0.0,0
marcos lopes,2015,92,16.0,6.0,3
marcos rojo,2015,57,24.0,0.0,0
marcos rojo,2016,47,12.0,0.0,0
marcos rojo,2017,27,12.0,0.0,0
marcus berg,2012,73,0.0,0.0,1
marcus berg,2013,23,0.0,0.0,0
marcus coco,2015,14,8.0,0.0,0
marcus coco,2016,143,24.0,0.0,1
marcus coco,2017,79,12.0,0.0,4
marcus rashford,2016,36,0.0,0.0,5
marcus rashford,2017,43,8.0,0.0,3
marian sarr,2014,7,4.0,0.0,0
mariano,2012,102,16.0,0.0,0
mariano,2013,170,40.0,0.0,2
mariano,2014,174,24.0,0.0,0
mariano,2015,180,40.0,0.0,2
mariano,2016,154,48.0,0.0,0
mariano,2017,90,40.0,0.0,2
mariano barbosa,2015,1,0.0,0.0,0
mariano izco,2012,80,12.0,0.0,2
mariano izco,2013,126,12.0,0.0,1
mariano izco,2014,92,12.0,0.0,3
mariano izco,2015,92,12.0,0.0,2
mariano izco,2017,17,0.0,0.0,0
mario balotelli,2013,191,28.0,0.0,12
mario balotelli,2014,338,40.0,0.0,14
mario balotelli,2015,125,20.0,0.0,1
mario balotelli,2016,107,24.0,0.0,1
mario balotelli,2017,117,16.0,6.0,8
mario gaspar,2012,48,12.0,0.0,1
mario lemina,2013,25,8.0,0.0,0
mario lemina,2014,33,4.0,0.0,0
mario lemina,2015,63,8.0,6.0,2
mario lemina,2016,57,20.0,0.0,2
mario lemina,2017,35,4.0,0.0,0
mario sampirisi,2012,10,4.0,0.0,0
mario sampirisi,2013,57,16.0,0.0,0
mario sampirisi,2014,8,8.0,0.0,0
mario sampirisi,2017,13,0.0,0.0,1
marios oikonomou,2016,72,28.0,0.0,0
marios oikonomou,2017,22,0.0,0.0,0
marius wolf,2016,8,4.0,0.0,0
mark bunn,2016,7,8.0,0.0,1
mark hudson,2014,8,0.0,0.0,0
mark noble,2014,95,20.0,0.0,2
mark noble,2015,96,16.0,0.0,3
mark noble,2016,146,32.0,6.0,7
mark noble,2017,66,24.0,0.0,2
mark uth,2016,88,8.0,0.0,7
mark uth,2017,60,12.0,0.0,5
markel bergara,2012,28,16.0,0.0,0
markel bergara,2013,89,32.0,0.0,0
markel bergara,2014,123,16.0,0.0,1
markel bergara,2015,95,36.0,0.0,1
markel bergara,2016,72,32.0,0.0,1
markel bergara,2017,9,0.0,0.0,0
marko livaja,2012,3,0.0,0.0,0
marko livaja,2013,86,20.0,0.0,2
marko livaja,2014,72,12.0,0.0,2
marko livaja,2016,67,28.0,0.0,1
marko livaja,2017,100,36.0,0.0,4
marko marin,2012,76,8.0,0.0,0
marko marin,2014,34,12.0,0.0,0
marko pjaca,2017,9,0.0,0.0,0
marko rog,2017,6,0.0,0.0,0
markus feulner,2012,143,36.0,0.0,1
markus feulner,2013,132,12.0,6.0,4
markus feulner,2014,112,12.0,0.0,2
markus feulner,2015,128,28.0,0.0,1
markus feulner,2016,72,20.0,0.0,1
markus henriksen,2017,27,4.0,0.0,0
markus rosenberg,2012,162,8.0,0.0,10
markus suttner,2016,45,8.0,0.0,0
markus suttner,2017,45,20.0,0.0,2
marlon frey,2016,19,4.0,0.0,0
marlos moreno,2017,52,0.0,0.0,0
marnon busch,2015,15,0.0,0.0,1
marouane fellaini,2014,68,8.0,0.0,0
marouane fellaini,2015,141,20.0,6.0,6
marouane fellaini,2016,73,8.0,0.0,1
marouane fellaini,2017,53,24.0,0.0,0
marquinhos,2013,75,0.0,6.0,0
marquinhos,2014,52,12.0,0.0,2
marquinhos,2015,40,8.0,0.0,2
marquinhos,2016,45,4.0,0.0,0
marquinhos,2017,17,4.0,0.0,0
mart ristl,2016,6,4.0,0.0,0
marten de roon,2016,151,44.0,0.0,1
marten de roon,2017,68,16.0,0.0,2
martin angha,2014,53,16.0,0.0,0
martin braithwaite,2014,150,4.0,0.0,7
martin braithwaite,2015,140,0.0,0.0,6
martin braithwaite,2016,188,4.0,0.0,10
martin braithwaite,2017,124,16.0,0.0,7
martin harnik,2012,178,16.0,0.0,17
martin harnik,2013,205,36.0,0.0,5
martin harnik,2014,126,24.0,0.0,9
martin harnik,2015,135,12.0,6.0,7
martin harnik,2016,59,8.0,0.0,2
martin hinteregger,2016,13,0.0,0.0,2
martin hinteregger,2017,45,8.0,0.0,1
martin kelly,2014,3,0.0,0.0,0
martin kelly,2015,87,8.0,0.0,0
martin kelly,2016,28,12.0,0.0,0
martin kelly,2017,33,12.0,0.0,0
martin olsson,2014,84,8.0,0.0,0
martin olsson,2016,59,8.0,0.0,1
martin olsson,2017,1,0.0,0.0,0
martin terrier,2017,19,0.0,0.0,0
marvin bakalorz,2014,5,0.0,0.0,0
marvin bakalorz,2015,138,8.0,6.0,1
marvin compper,2012,101,20.0,6.0,2
marvin compper,2013,57,16.0,0.0,0
marvin compper,2014,24,12.0,0.0,0
marvin compper,2017,26,12.0,0.0,1
marvin emnes,2014,9,8.0,0.0,1
marvin emnes,2015,40,8.0,0.0,0
marvin emnes,2016,1,0.0,0.0,0
marvin friedrich,2015,12,0.0,0.0,0
marvin gakpa,2015,1,0.0,0.0,0
marvin gakpa,2016,2,0.0,0.0,0
marvin martin,2012,153,40.0,0.0,2
marvin martin,2013,119,40.0,0.0,0
marvin martin,2014,57,8.0,6.0,0
marvin martin,2015,14,4.0,0.0,0
marvin martin,2016,23,4.0,0.0,0
marvin martin,2017,5,0.0,0.0,0
marvin matip,2016,92,20.0,0.0,2
marvin matip,2017,38,12.0,0.0,0
marvin plattenhardt,2012,25,4.0,0.0,0
marvin plattenhardt,2013,39,12.0,0.0,1
marvin plattenhardt,2014,101,20.0,0.0,1
marvin plattenhardt,2015,59,4.0,0.0,0
marvin plattenhardt,2016,110,20.0,0.0,2
marvin plattenhardt,2017,44,12.0,0.0,2
marvin schulz,2016,7,0.0,0.0,0
marvin sordell,2015,16,8.0,0.0,0
marwin hitz,2012,5,0.0,6.0,0
marwin hitz,2014,19,0.0,0.0,1
marwin hitz,2015,16,4.0,0.0,1
marwin hitz,2016,36,8.0,0.0,0
marwin hitz,2017,8,0.0,0.0,0
masahudu alhassan,2012,4,0.0,0.0,0
mason holgate,2017,23,8.0,0.0,0
massimo bruno,2017,1,0.0,0.0,0
massimo coda,2015,69,8.0,0.0,2
massimo donati,2012,89,20.0,0.0,2
massimo donati,2013,96,36.0,0.0,0
massimo donati,2014,57,8.0,0.0,1
massimo gobbi,2012,86,16.0,0.0,2
massimo gobbi,2013,105,16.0,0.0,1
massimo gobbi,2014,95,24.0,0.0,1
massimo gobbi,2015,128,40.0,0.0,0
massimo gobbi,2016,109,28.0,0.0,0
massimo gobbi,2017,47,12.0,0.0,1
massimo maccarone,2015,236,16.0,0.0,10
massimo maccarone,2016,214,16.0,0.0,12
massimo maccarone,2017,85,4.0,6.0,3
massimo volta,2015,102,36.0,0.0,1
massimo zappino,2016,3,0.0,0.0,0
mateo musacchio,2012,96,20.0,0.0,0
mateo musacchio,2014,113,16.0,0.0,2
mateo musacchio,2015,40,8.0,0.0,3
mateo musacchio,2016,37,4.0,0.0,1
mateo musacchio,2017,31,4.0,0.0,0
matheus pereira,2017,2,0.0,0.0,0
mathew leckie,2016,163,36.0,0.0,2
mathew leckie,2017,88,8.0,0.0,0
mathias abero,2013,11,8.0,0.0,0
mathias autret,2012,62,4.0,0.0,1
mathias autret,2013,24,0.0,0.0,0
mathias autret,2015,16,0.0,0.0,1
mathieu bodmer,2012,99,8.0,0.0,1
mathieu bodmer,2013,39,8.0,0.0,2
mathieu bodmer,2014,84,20.0,0.0,2
mathieu bodmer,2015,62,20.0,0.0,2
mathieu bodmer,2016,57,12.0,0.0,1
mathieu bodmer,2017,28,8.0,0.0,0
mathieu cafaro,2017,8,4.0,0.0,0
mathieu coutadeur,2012,97,8.0,0.0,2
mathieu coutadeur,2013,4,0.0,0.0,0
mathieu coutadeur,2014,45,4.0,0.0,1
mathieu coutadeur,2015,32,4.0,0.0,0
mathieu debuchy,2012,200,44.0,0.0,5
mathieu debuchy,2013,67,8.0,0.0,0
mathieu debuchy,2014,104,24.0,6.0,2
mathieu debuchy,2015,42,8.0,0.0,1
mathieu debuchy,2016,42,4.0,0.0,0
mathieu deplagne,2013,5,0.0,0.0,0
mathieu deplagne,2014,66,24.0,6.0,0
mathieu deplagne,2015,84,28.0,0.0,0
mathieu deplagne,2016,68,24.0,0.0,0
mathieu deplagne,2017,33,16.0,0.0,0
mathieu dossevi,2012,65,0.0,0.0,1
mathieu dossevi,2013,143,0.0,0.0,3
mathieu dossevi,2014,133,4.0,0.0,4
